GUID	Key	Value	OriginalValue	Info for translators	Do Not Translate	Localization State
576020860472970940	TogetherCard_EnjoyRomanticTimePlayingMusic	Enjoy romantic time playing music together	Enjoy romantic time playing music together		False	Localized, SentToLocalization
3612821557521580504	TogetherCard_ExpressHowYoullAlwaysBeThereForThem	Express how you'll always be there for them	Express how you'll always be there for them		False	Localized, SentToLocalization
1072850246723037744	TogetherCard_MakeAJokeAboutBoss	Make a joke about boss	Make a joke about boss		False	Localized, SentToLocalization
1959124353123303144	SuccessModifier_CooperationSuccessChanceBonus	Social Perk: Good at Cooperating	Trait: Good at cooperation		False	Localized, SentToLocalization
780266568930332281	SuccessModifier_CooperationSuccessChanceSmallBonus	Someone in the group is Good at Cooperating	Someone in the group is good at cooperation		False	Localized, SentToLocalization
4677683828949445795	SuccessModifier_CooperationFlirtBonus	Flirt bonus from Good at Cooperating	Flirt bonus from cooperation		False	Localized, SentToLocalization
8012068512612718307	InteractionGroup_GROUP_Toilet	Toilet	Toilet		False	Localized, SentToLocalization
8076353423462137626	Interaction_CleanItem	Clean	Clean		False	Localized, SentToLocalization
669996615740663889	Interaction_ThinkAboutHardProblem	Think about hard problem	Think about hard problem		False	Localized, SentToLocalization
7384077873472902142	BrainLogic_ThinkAboutHardProblem	Thinking about a hard problem	Thought about hard problem		False	Localized, SentToLocalization
446875141368114045	Notification_DigestiveVirusAtWork	{0} caught a virus at work!	{0} caught a virus at work!		False	Localized, SentToLocalization
2154617961376061611	StatusEffectDescription_VirusDigestiveSystem	You have a digestive virus! This makes you sleep more often and you're overall less effective at your daily tasks.\n\nConsult another Parafolk working in the Healthcare field or ask a Good At Taking Care of Others Parafolk to make you some Chicken Noodle Soup!	You have a digestive virus! This makes you sleep more often and you're overall less effective at your daily tasks.\n\nConsult another Parafolk working in the Healthcare field or ask a Good At Helping Others Parafolk to make you a Chicken Noodle Soup!		False	Localized, SentToLocalization
4722140224349580084	Interaction_BabyPlayRattle	Play with rattle	Play rattle		False	Localized, SentToLocalization
4871551212918252181	Interaction_BabySleep	Sleep	Sleep		False	Localized, SentToLocalization
3190241662481432162	StatusEffect_Asleep	Asleep	Asleep		False	Localized, SentToLocalization
6835753865906510970	BrainLogic_NeedSleepReplenishWhenSleeping	Para is sleeping.	Para is sleeping		False	Localized, SentToLocalization
1333803189289584269	UICharacters_ChangeHouseholdFromCurrent	Current Household:\n{0}	Current Household:\n{0}		True	None
480314148119519431	Interaction_TutorialGoHere	Go here	Go Here		False	Localized, SentToLocalization
370144635626816864	InteractionGroup_GROUP_TutorialGoHere	Floor	Floor		False	Localized, SentToLocalization
3894161453026783503	UITutorial_TogetherBarFillUp	When your Together Bar fills up, pick a conversation topic	When your Together Bar fills up, pick a conversation topic		False	Localized
9157599403712545413	TogetherCard_TrainIntroductionOverjoyed	Greet everyone with a big smile	Greet everyone with a big smile		False	Localized, SentToLocalization
6514196531783981152	TogetherCard_TrainIntroductionGloomy	Complain about how bright the sun is outside	Complain about how bright the sun is outside		False	Localized, SentToLocalization
4698457441356181436	TogetherCard_TrainIntroductionEnergetic	Ask if running laps on train is allowed	Ask if running laps on train is allowed		False	Localized, SentToLocalization
6154161649062038223	TogetherCard_TrainIntroductionSerious	Request detailed train itinerary	Request detailled train itinerary		False	Localized, SentToLocalization
8950219826647994469	TogetherCard_TrainIntroductionJester	Joke about train breaking down	Joke about train breaking down		False	Localized, SentToLocalization
1994349642197791810	TogetherCard_TrainIntroductionMusic	Talk about mixing train horns in music	Talk about mixing train horns in music		False	Localized, SentToLocalization
651782365117117499	TogetherCard_TrainIntroductionTechnology	Comment on lack of power outlets	Comment on lack of power outlets		False	Localized, SentToLocalization
1682229563612277309	TogetherCard_TrainIntroductionVisualArts	Promise to paint the landscapes seen through the windows today	Promise to paint the landscapes seen through the windows today		False	Localized, SentToLocalization
4918669817273233104	TogetherCard_TrainIntroductionFood	Complain about quality of food on train	Complain about train food quality		False	ChangedOnProofreadingImport, Localized, SentToLocalization
3743611491613670579	TogetherCard_TrainIntroductionFitness	Talk about exercise you can do while seated	Talk about exercises you can do seated		False	ChangedOnProofreadingImport, Localized, SentToLocalization
8160705386985636062	TogetherCard_TrainIntroductionJackOfAllTrades	Comment on train maintenance schedule	Comment on train maintenance schedule		False	Localized, SentToLocalization
381201368354160542	TogetherCard_TrainIntroductionGoodAtNothing	Recount boarding the wrong train	Recount boarding the wrong train		False	Localized, SentToLocalization
3024977924493791303	TogetherCard_TrainIntroductionBeingAlone	Say train is too crowded	Say train is too crowded		False	Localized, SentToLocalization
7491468206254784051	TogetherCard_TrainIntroductionCooperation	Ask if help is needed	Ask if help is needed		False	Localized, SentToLocalization
5425177137234854850	TogetherCard_TrainIntroductionMakingFriends	Bond with conductor over love of trains	Bond with conductor over love of trains		False	Localized, SentToLocalization
5333380414918175057	TogetherCard_TrainIntroductionTakingCareOfOthers	Ask if everyone is enjoying the train ride	Offer everyone a snack		False	Localized, SentToLocalization
7538205560867981528	TogetherCard_TrainIntroductionRomance	Flirt with conductor	Flirt with conductor		False	Localized, SentToLocalization
2516371471693358812	TogetherCard_NPCInitiative_Answer_TrainIntro_GoodAtNothing	Say you'd make things worse	Say you'd make things worse		False	Localized, SentToLocalization
1515360579665617433	TogetherCard_NPCInitiative_Answer_Yes_Lie	Yes! (lie)	Yes! (lie)		False	Localized, SentToLocalization
4714188478602546461	TogetherCard_NPCInitiative_Answer_No	No	No		False	Localized, SentToLocalization
2845074671432873377	TogetherCard_NPCInitiative_TrainIntro	It seems like there's an issue with the train... Is anyone here a mechanic?	It seems like there's an issue with the train... Is anyone here a mechanic?		False	Localized, SentToLocalization
3138730999323150389	TogetherCard_NPCInitiative_Answer_TrainIntro_JackOfAllTrades	Offer assistance	Offer assistance		False	Localized, SentToLocalization
2378492486952279014	InteractionUsabilityRuleTooltip_NeedsCritical	Your Para has one or more needs that are in critical condition and they cannot do this right now.	Your Para has one or more needs that are critical and they cannot do this right now		False	Localized, SentToLocalization
3456785352890101265	TogetherCard_NPCInitiative_JobOffer_ParallelStudios_GameplayProgrammer	I'm currently working at Parallel Studios and we're looking for a Gameplay Programmer. I think you'd be a great fit! Are you interested?	I'm currently working at Parallel Studios and we are looking for a Gameplay Programmer, I think you'd be a great fit! Are you interested?		False	Localized, SentToLocalization
7471706927157831121	TogetherCard_NPCInitiative_Answer_Yes	Yes!	Yes!		False	Localized, SentToLocalization
8620180954222447787	TogetherCard_TrainIntroductionGeneric	Say a generic hello	Say a generic hello		False	Localized, SentToLocalization
749676622277696835	UICharacterProfile_CurrentLifestage	Current life stage: {0}	Current life stage: {0}		False	Localized, SentToLocalization
2990504929770170820	UICharacterProfile_CurrentLifestageProgress	{0} left of the {1} life stage	{0} left at the {1} life stage		False	Localized, SentToLocalization
6036605045626093517	UICharacterProfile_NextLifestage	Next life stage: {0}	Next life stage: {0}		False	Localized, SentToLocalization
2420258282033719413	UICharacterProfile_LastLifestageProgress	Your Para has {0} left to live—make the most of it!	Your Parafolk has {0} left to live, make the most of it!		False	Localized, SentToLocalization
1637137681312400558	UIProfile_BabiesHaveNoPersonality	Babies have no personality!	Babies have no personality!		False	Localized, SentToLocalization
4208434385814377004	UIProfile_ThisLifestageHasNoPersonalityLevel	This lifestage has no personality level	This lifestage has no personality level		True	None
532017127464348734	UIProfile_ThisLifestageHasNoPersonality	This life stage has no personality.	This lifestage has no personality		False	ChangedOnProofreadingImport, Localized, SentToLocalization
6263436548609769147	CharacterCreatorTag_Personality	Personality	Personality		False	Localized, SentToLocalization
137884166677061156	UIProfile_LifeStageUp	Life stage up!	Lifestage up!		False	ChangedOnProofreadingImport, Localized, SentToLocalization
872608415305470514	SkillName_Language	Language	Language		False	Localized, SentToLocalization
2563550216440331016	SkillDescription_Language	Babies and toddlers need to learn how to talk. Use Together Cards in a group with them and see how far they go!	Babies and toddlers need to learn how to talk, use Together Cards in a group with them and see how far they go!		False	Localized, SentToLocalization
2214219313365281158	TogetherCard_BabyLevel1-1	Coo	Coo		False	Localized, SentToLocalization
9146827403171545868	TogetherCard_BabyLevel1-2	Burp	Make burp noise		False	Localized, SentToLocalization
5319196011182400006	TogetherCard_BabyLevel1-3	Babble	Babble		False	Localized, SentToLocalization
5700093749738063549	TogetherCard_BabyLevel1-4	Grunt	Grunt		False	Localized, SentToLocalization
8641835543000654456	TogetherCard_BabyLevel1-5	Squeal	Squeal		False	Localized, SentToLocalization
727633216401751774	TogetherCard_BabyLanguage1to2	The baby is starting to make more coherent sounds!	You start making more coherent sounds!		False	ChangedOnProofreadingImport, Localized, SentToLocalization
812822235312952901	TogetherCard_BabyLevel2-1	Laugh	Laugh		False	Localized, SentToLocalization
6138808727468905317	TogetherCard_BabyLevel2-2	Say “bababa”	Say "bababa"		False	ChangedOnProofreadingImport, Localized, SentToLocalization
217684241091697563	TogetherCard_BabyLevel2-3	Say “no” for no reason	Say "no" for no reason		False	ChangedOnProofreadingImport, Localized, SentToLocalization
3198603756191928508	TogetherCard_BabyLevel2-4	Say “parapara”	Say "parapara"		False	ChangedOnProofreadingImport, Localized, SentToLocalization
362691024394656556	TogetherCard_BabyLanguage2to3	The baby has said their first word!	You say your first word!		False	ChangedOnProofreadingImport, Localized, SentToLocalization
9060807713060633814	TogetherCard_BabyLevel3-1	Try to say “poutine” but say “poutpout” instead	Try to say "poutine" but say "poutpout" instead		False	ChangedOnProofreadingImport, Localized, SentToLocalization
1071852710936685289	TogetherCard_BabyLevel3-2	Ask for “bottle”	Ask for "bottle"		False	ChangedOnProofreadingImport, Localized, SentToLocalization
8002718412551775664	TogetherCard_BabyLevel3-3	Ask for “toy”	Ask for "toy"		False	ChangedOnProofreadingImport, Localized, SentToLocalization
733104239932609692	TogetherCard_BabyLevel3-4	Say own name	Say own name		False	Localized, SentToLocalization
3603756394082016332	TogetherCard_BabyLanguage3to4	The baby has said their first sentence!	You say your first sentence!		False	ChangedOnProofreadingImport, Localized, SentToLocalization
1037106902161093907	TogetherCard_BabyLevel4-1	Talk about favorite plushie	Talk about favorite plushie		False	Localized, SentToLocalization
7622332217043207195	TogetherCard_BabyLevel4-2	Ask about clouds	Ask about clouds		False	Localized, SentToLocalization
6396761503529382417	TogetherCard_BabyLevel4-3	Say parent's name	Say parent's name		False	Localized, SentToLocalization
7380915155563763584	TogetherCard_BabyLevel4-4	Declare unending love for smooth mango purée	Declare unending love for smooth mango purée		False	Localized, SentToLocalization
